putative enhancer	module assignment
chr7:49975761-49976260|cCREs215645	M1
chr7:51879175-51879674|cCREs215770	M1
chr7:54836636-54837135|cCREs215875	M1
chr7:6415087-6415586|cCREs213288	M1
chr7:6727527-6728026|cCREs213295	M1
chr7:6728659-6729158|cCREs213296	M1
chr7:75265267-75265766|cCREs217608	M1
chr7:75271973-75272472|cCREs217610	M1
chr7:75282375-75282874|cCREs217613	M1
chr7:75302488-75302987|cCREs217619	M1
chr7:79349806-79350305|cCREs218034	M1
chr7:79496099-79496598|cCREs218050	M1
chr7:80883229-80883728|cCREs218282	M1
chr7:81654069-81654568|cCREs218375	M1
chr7:81868246-81868745|cCREs218409	M1
chr7:84372409-84372908|cCREs218701	M1
chr8:105622398-105622897|cCREs234992	M1
chr8:105693778-105694277|cCREs234999	M1
chr8:105937021-105937520|cCREs235037	M1
chr8:110130600-110131099|cCREs235509	M1
chr8:110217682-110218181|cCREs235517	M1
chr8:111145602-111146101|cCREs235644	M1
chr8:111732037-111732536|cCREs235734	M1
chr8:111742318-111742817|cCREs235738	M1
chr8:117470384-117470883|cCREs236432	M1
chr8:120564441-120564940|cCREs236949	M1
chr8:122769456-122769955|cCREs237294	M1
chr8:122931972-122932471|cCREs237314	M1
chr8:124434486-124434985|cCREs237548	M1
chr8:125734141-125734640|cCREs237792	M1
chr8:126497670-126498169|cCREs237909	M1
chr8:14971285-14971784|cCREs226160	M1
chr8:14986621-14987120|cCREs226163	M1
chr8:15011908-15012407|cCREs226176	M1
chr8:15230330-15230829|cCREs226195	M1
chr8:15245202-15245701|cCREs226199	M1
chr8:23038477-23038976|cCREs226695	M1
chr8:23149682-23150181|cCREs226712	M1
chr8:25519416-25519915|cCREs227044	M1
chr8:26817152-26817651|cCREs227209	M1
chr8:3754373-3754872|cCREs224952	M1
chr8:4250718-4251217|cCREs224967	M1
chr8:4256984-4257483|cCREs224970	M1
chr8:4263381-4263880|cCREs224973	M1
chr8:4493807-4494306|cCREs224995	M1
chr8:45703931-45704430|cCREs229031	M1
chr8:46011446-46011945|cCREs229073	M1
chr8:54834548-54835047|cCREs229850	M1
chr8:55003047-55003546|cCREs229869	M1
chr8:55012297-55012796|cCREs229871	M1
chr8:62952496-62952995|cCREs230470	M1
chr8:66698680-66699179|cCREs230797	M1
chr8:66756242-66756741|cCREs230806	M1
chr8:66862244-66862743|cCREs230824	M1
chr8:69193247-69193746|cCREs231135	M1
chr8:69395483-69395982|cCREs231145	M1
chr8:69716428-69716927|cCREs231158	M1
chr8:69716983-69717482|cCREs231159	M1
chr8:69974245-69974744|cCREs231193	M1
chr8:70158437-70158936|cCREs231218	M1
chr8:70332123-70332622|cCREs231247	M1
chr8:70523119-70523618|cCREs231286	M1
chr8:70611187-70611686|cCREs231310	M1
chr8:70769486-70769985|cCREs231342	M1
chr8:70856916-70857415|cCREs231365	M1
chr8:71507694-71508193|cCREs231420	M1
chr8:71570383-71570882|cCREs231432	M1
chr8:71629377-71629876|cCREs231444	M1
chr8:71728382-71728881|cCREs231460	M1
chr8:71922686-71923185|cCREs231468	M1
chr8:77490396-77490895|cCREs231949	M1
chr8:83442450-83442949|cCREs232573	M1
chr8:83594504-83595003|cCREs232584	M1
chr8:83660620-83661119|cCREs232598	M1
chr8:83874893-83875392|cCREs232625	M1
chr8:83901022-83901521|cCREs232632	M1
chr8:84004653-84005152|cCREs232647	M1
chr8:84210477-84210976|cCREs232681	M1
chr8:84415463-84415962|cCREs232708	M1
chr8:84789901-84790400|cCREs232790	M1
chr8:84793904-84794403|cCREs232791	M1
chr8:84903077-84903576|cCREs232809	M1
chr8:84966081-84966580|cCREs232824	M1
chr8:8649794-8650293|cCREs225240	M1
chr8:88627483-88627982|cCREs233258	M1
chr8:90954954-90955453|cCREs233519	M1
chr8:91133976-91134475|cCREs233541	M1
chr8:93813514-93814013|cCREs233835	M1
chr8:94704025-94704524|cCREs233989	M1
chr8:94913259-94913758|cCREs234025	M1
chr8:95587509-95588008|cCREs234111	M1
chr8:95590214-95590713|cCREs234112	M1
chr8:95694755-95695254|cCREs234131	M1
chr8:95702880-95703379|cCREs234134	M1
chr8:95703994-95704493|cCREs234135	M1
chr9:102718339-102718838|cCREs248891	M1
chr9:106656973-106657472|cCREs249438	M1
chr9:107700270-107700769|cCREs249573	M1
chr9:108452415-108452914|cCREs249689	M1
chr9:110051987-110052486|cCREs249828	M1
chr9:110245222-110245721|cCREs249852	M1
chr9:110297091-110297590|cCREs249866	M1
chr9:111312626-111313125|cCREs250008	M1
chr9:111383760-111384259|cCREs250019	M1
chr9:111439925-111440424|cCREs250033	M1
chr9:112232330-112232829|cCREs250102	M1
chr9:113792687-113793186|cCREs250296	M1
chr9:113793205-113793704|cCREs250297	M1
chr9:114026382-114026881|cCREs250326	M1
chr9:118841369-118841868|cCREs250885	M1
chr9:121355981-121356480|cCREs251254	M1
chr9:121382692-121383191|cCREs251264	M1
chr9:121383402-121383901|cCREs251265	M1
chr9:121388034-121388533|cCREs251267	M1
chr9:121505420-121505919|cCREs251293	M1
chr9:121601023-121601522|cCREs251312	M1
chr9:121639830-121640329|cCREs251318	M1
chr9:121667372-121667871|cCREs251325	M1
chr9:121752867-121753366|cCREs251342	M1
chr9:121822652-121823151|cCREs251363	M1
chr9:121826465-121826964|cCREs251365	M1
chr9:123461845-123462344|cCREs251593	M1
chr9:123924788-123925287|cCREs251635	M1
chr9:20664044-20664543|cCREs239262	M1
chr9:21063099-21063598|cCREs239317	M1
chr9:21097888-21098387|cCREs239321	M1
chr9:21152796-21153295|cCREs239331	M1
chr9:21737364-21737863|cCREs239418	M1
chr9:22327893-22328392|cCREs239493	M1
chr9:36832709-36833208|cCREs241240	M1
chr9:36985220-36985719|cCREs241279	M1
chr9:37430704-37431203|cCREs241357	M1
chr9:37456587-37457086|cCREs241361	M1
chr9:37460347-37460846|cCREs241362	M1
chr9:37462944-37463443|cCREs241363	M1
chr9:37540781-37541280|cCREs241378	M1
chr9:37541375-37541874|cCREs241379	M1
chr9:37544965-37545464|cCREs241380	M1
chr9:37568015-37568514|cCREs241384	M1
chr9:37576595-37577094|cCREs241386	M1
chr9:37621443-37621942|cCREs241392	M1
chr9:37625806-37626305|cCREs241394	M1
chr9:37681239-37681738|cCREs241401	M1
chr9:37750838-37751337|cCREs241408	M1
chr9:37829993-37830492|cCREs241418	M1
chr9:37890981-37891480|cCREs241429	M1
chr9:37905692-37906191|cCREs241431	M1
chr9:37932621-37933120|cCREs241436	M1
chr9:40381854-40382353|cCREs241521	M1
chr9:44083890-44084389|cCREs242130	M1
chr9:44603513-44604012|cCREs242200	M1
chr9:44721295-44721794|cCREs242217	M1
chr9:46230035-46230534|cCREs242463	M1
chr9:47531389-47531888|cCREs242599	M1
chr9:48646354-48646853|cCREs242743	M1
chr9:48736454-48736953|cCREs242760	M1
chr9:48737592-48738091|cCREs242761	M1
chr9:48776367-48776866|cCREs242771	M1
chr9:48860615-48861114|cCREs242787	M1
chr9:50452556-50453055|cCREs243001	M1
chr9:50697802-50698301|cCREs243036	M1
chr9:50698661-50699160|cCREs243037	M1
chr9:50699171-50699670|cCREs243038	M1
chr9:50728032-50728531|cCREs243047	M1
chr9:50849355-50849854|cCREs243070	M1
chr9:51103410-51103909|cCREs243118	M1
chr9:51766635-51767134|cCREs243193	M1
chr9:53328362-53328861|cCREs243396	M1
chr9:53829426-53829925|cCREs243433	M1
chr9:54699628-54700127|cCREs243526	M1
chr9:56656847-56657346|cCREs243723	M1
chr9:56658040-56658539|cCREs243724	M1
chr9:56995712-56996211|cCREs243799	M1
chr9:57072992-57073491|cCREs243804	M1
chr9:57073500-57073999|cCREs243805	M1
chr9:57485888-57486387|cCREs243843	M1
chr9:57775116-57775615|cCREs243907	M1
chr9:57985460-57985959|cCREs243942	M1
chr9:58066819-58067318|cCREs243959	M1
chr9:58067676-58068175|cCREs243960	M1
chr9:58176240-58176739|cCREs243981	M1
chr9:59691785-59692284|cCREs244148	M1
chr9:62438826-62439325|cCREs244517	M1
chr9:63132938-63133437|cCREs244622	M1
chr9:63633004-63633503|cCREs244667	M1
chr9:65196811-65197310|cCREs244897	M1
chr9:65581041-65581540|cCREs244943	M1
chr9:66611856-66612355|cCREs245068	M1
chr9:67043908-67044407|cCREs245132	M1
chr9:72663228-72663727|cCREs245798	M1
chr9:86627090-86627589|cCREs247169	M1
chr9:89757781-89758280|cCREs247422	M1
chrX:100517703-100518202|cCREs255068	M1
chrX:12159001-12159500|cCREs252092	M1
chrX:136741485-136741984|cCREs255997	M1
chrX:159532538-159533037|cCREs256921	M1
chrX:42150408-42150907|cCREs252915	M1
chrX:7315174-7315673|cCREs251724	M1
chrX:74085031-74085530|cCREs254152	M1
chrX:8222348-8222847|cCREs251801	M1
chr11:62259119-62259618|cCREs41213	M10
chr1:165667064-165667563|cCREs16463	M10
chr14:30541639-30542138|cCREs76283	M10
chr16:35598965-35599464|cCREs99820	M10
chr2:144169713-144170212|cCREs145924	M10
chr2:151850344-151850843|cCREs146807	M10
chr2:158938350-158938849|cCREs147834	M10
chr5:116960325-116960824|cCREs193007	M10
chr6:119082696-119083195|cCREs209734	M10
chr7:67138389-67138888|cCREs216829	M10
chr7:73201528-73202027|cCREs217311	M10
chr8:89468804-89469303|cCREs233355	M10
chr9:102778666-102779165|cCREs248898	M10
chr9:48685822-48686321|cCREs242753	M10
chr9:48962778-48963277|cCREs242805	M10
chr10:111354702-111355201|cCREs32536	M11
chr10:112377249-112377748|cCREs32686	M11
chr10:112524935-112525434|cCREs32699	M11
chr10:112572201-112572700|cCREs32703	M11
chr10:112896595-112897094|cCREs32731	M11
chr10:115175765-115176264|cCREs32915	M11
chr10:117675743-117676242|cCREs33243	M11
chr10:119483732-119484231|cCREs33479	M11
chr10:119735370-119735869|cCREs33515	M11
chr10:12787980-12788479|cCREs21503	M11
chr10:128436509-128437008|cCREs34585	M11
chr10:128909798-128910297|cCREs34642	M11
chr10:20475001-20475500|cCREs22425	M11
chr10:21023210-21023709|cCREs22490	M11
chr10:21588185-21588684|cCREs22578	M11
chr10:21897925-21898424|cCREs22646	M11
chr10:21933914-21934413|cCREs22654	M11
chr10:39409807-39410306|cCREs24237	M11
chr10:39541094-39541593|cCREs24276	M11
chr10:39588172-39588671|cCREs24290	M11
chr10:39623967-39624466|cCREs24295	M11
chr10:39631771-39632270|cCREs24298	M11
chr10:39660085-39660584|cCREs24305	M11
chr10:42416096-42416595|cCREs24691	M11
chr10:42557780-42558279|cCREs24706	M11
chr10:42578563-42579062|cCREs24707	M11
chr10:42993582-42994081|cCREs24758	M11
chr10:43028177-43028676|cCREs24765	M11
chr10:43047841-43048340|cCREs24768	M11
chr10:43276266-43276765|cCREs24816	M11
chr10:53984206-53984705|cCREs25656	M11
chr10:5498008-5498507|cCREs20652	M11
chr10:5707982-5708481|cCREs20679	M11
chr10:5730860-5731359|cCREs20682	M11
chr10:5753640-5754139|cCREs20685	M11
chr10:5762638-5763137|cCREs20686	M11
chr10:5900329-5900828|cCREs20700	M11
chr10:78334715-78335214|cCREs28570	M11
chr10:79540825-79541324|cCREs28637	M11
chr10:79969251-79969750|cCREs28721	M11
chr10:80084915-80085414|cCREs28743	M11
chr10:81018406-81018905|cCREs28910	M11
chr10:8391354-8391853|cCREs20960	M11
chr10:85292572-85293071|cCREs29434	M11
chr10:85293179-85293678|cCREs29435	M11
chr10:85299404-85299903|cCREs29436	M11
chr10:85321004-85321503|cCREs29438	M11
chr10:85399251-85399750|cCREs29446	M11
chr10:85442498-85442997|cCREs29450	M11
chr10:85464246-85464745|cCREs29455	M11
chr10:85473889-85474388|cCREs29457	M11
chr10:85515967-85516466|cCREs29462	M11
chr10:85539555-85540054|cCREs29465	M11
chr10:85598118-85598617|cCREs29471	M11
chr10:87389294-87389793|cCREs29701	M11
chr10:87727487-87727986|cCREs29741	M11
chr10:87740320-87740819|cCREs29742	M11
chr10:87748654-87749153|cCREs29744	M11
chr10:87750469-87750968|cCREs29745	M11
chr10:87817043-87817542|cCREs29750	M11
chr10:87821211-87821710|cCREs29751	M11
chr10:87927256-87927755|cCREs29763	M11
chr10:87985406-87985905|cCREs29769	M11
chr10:93736336-93736835|cCREs30470	M11
chr10:96646499-96646998|cCREs30959	M11
chr10:96747323-96747822|cCREs30970	M11
chr10:96788620-96789119|cCREs30974	M11
chr10:96847936-96848435|cCREs30982	M11
chr1:104746877-104747376|cCREs10216	M11
chr1:104838323-104838822|cCREs10240	M11
chr1:104839042-104839541|cCREs10241	M11
chr11:100788717-100789216|cCREs45895	M11
chr11:101338505-101339004|cCREs45976	M11
chr11:101461635-101462134|cCREs45987	M11
chr11:101485482-101485981|cCREs45992	M11
chr11:103159168-103159667|cCREs46242	M11
chr11:106658097-106658596|cCREs46690	M11
chr11:107083614-107084113|cCREs46742	M11
chr11:107876961-107877460|cCREs46871	M11
chr11:107965459-107965958|cCREs46889	M11
chr11:11088296-11088795|cCREs35620	M11
chr11:115282548-115283047|cCREs47893	M11
chr11:115383814-115384313|cCREs47913	M11
chr11:116657879-116658378|cCREs48109	M11
chr11:116725163-116725662|cCREs48114	M11
chr11:116814493-116814992|cCREs48118	M11
chr11:116978790-116979289|cCREs48144	M11
chr11:117037164-117037663|cCREs48153	M11
chr11:117047523-117048022|cCREs48156	M11
chr11:117810513-117811012|cCREs48314	M11
chr11:118793650-118794149|cCREs48481	M11
chr11:118916893-118917392|cCREs48513	M11
chr11:119091002-119091501|cCREs48536	M11
chr11:119215098-119215597|cCREs48556	M11
chr11:120206903-120207402|cCREs48719	M11
chr11:120280594-120281093|cCREs48739	M11
chr11:16766435-16766934|cCREs36053	M11
chr11:16769709-16770208|cCREs36054	M11
chr11:16798253-16798752|cCREs36060	M11
chr11:16800614-16801113|cCREs36061	M11
chr11:16941464-16941963|cCREs36084	M11
chr1:119868942-119869441|cCREs11239	M11
chr1:119879068-119879567|cCREs11240	M11
chr1:120115616-120116115|cCREs11280	M11
chr1:120245812-120246311|cCREs11303	M11
chr1:120265213-120265712|cCREs11306	M11
chr1:128496238-128496737|cCREs12105	M11
chr1:128539709-128540208|cCREs12107	M11
chr1:128590783-128591282|cCREs12115	M11
chr1:129356704-129357203|cCREs12193	M11
chr1:131594891-131595390|cCREs12463	M11
chr11:33078181-33078680|cCREs37778	M11
chr11:33843560-33844059|cCREs37870	M11
chr1:134099237-134099736|cCREs12874	M11
chr1:134302666-134303165|cCREs12916	M11
chr11:49738729-49739228|cCREs39589	M11
chr11:49774904-49775403|cCREs39593	M11
chr11:49780036-49780535|cCREs39594	M11
chr1:151293812-151294311|cCREs14471	M11
chr1:151721752-151722251|cCREs14528	M11
chr11:51943206-51943705|cCREs39907	M11
chr1:151945379-151945878|cCREs14563	M11
chr11:53252485-53252984|cCREs40073	M11
chr11:53308428-53308927|cCREs40080	M11
chr1:153594776-153595275|cCREs14853	M11
chr1:153602029-153602528|cCREs14854	M11
chr1:153746231-153746730|cCREs14881	M11
chr11:54122589-54123088|cCREs40195	M11
chr11:54214657-54215156|cCREs40208	M11
chr11:55419874-55420373|cCREs40368	M11
chr1:156657545-156658044|cCREs15293	M11
chr11:59885684-59886183|cCREs40886	M11
chr11:60153998-60154497|cCREs40933	M11
chr1:162037971-162038470|cCREs16006	M11
chr1:163423741-163424240|cCREs16187	M11
chr1:163640706-163641205|cCREs16203	M11
chr1:165617207-165617706|cCREs16449	M11
chr1:165662879-165663378|cCREs16462	M11
chr1:165935118-165935617|cCREs16505	M11
chr11:66312877-66313376|cCREs41658	M11
chr11:66400142-66400641|cCREs41672	M11
chr11:66415908-66416407|cCREs41673	M11
chr11:66511933-66512432|cCREs41682	M11
chr11:66694881-66695380|cCREs41699	M11
chr11:69415231-69415730|cCREs42117	M11
chr11:69416099-69416598|cCREs42118	M11
chr1:171189484-171189983|cCREs17278	M11
chr1:171379997-171380496|cCREs17314	M11
chr11:72080527-72081026|cCREs42431	M11
chr1:172306933-172307432|cCREs17453	M11
chr11:74876913-74877412|cCREs42720	M11
chr11:75845772-75846271|cCREs42858	M11
chr1:177010926-177011425|cCREs17982	M11
chr1:177116447-177116946|cCREs17999	M11
chr11:77831003-77831502|cCREs43116	M11
chr11:77876163-77876662|cCREs43125	M11
chr11:77958360-77958859|cCREs43140	M11
chr11:79575463-79575962|cCREs43357	M11
chr11:79615879-79616378|cCREs43367	M11
chr11:79803077-79803576|cCREs43401	M11
chr1:180778223-180778722|cCREs18462	M11
chr11:82453302-82453801|cCREs43761	M11
chr11:82467342-82467841|cCREs43763	M11
chr11:82487421-82487920|cCREs43768	M11
chr1:182802153-182802652|cCREs18762	M11
chr1:182823872-182824371|cCREs18767	M11
chr1:184054735-184055234|cCREs18921	M11
chr1:184068467-184068966|cCREs18925	M11
chr1:184090631-184091130|cCREs18931	M11
chr1:185573223-185573722|cCREs19119	M11
chr1:185741563-185742062|cCREs19131	M11
chr11:88356992-88357491|cCREs44441	M11
chr11:88394811-88395310|cCREs44449	M11
chr11:88424503-88425002|cCREs44456	M11
chr11:88605268-88605767|cCREs44504	M11
chr1:189865205-189865704|cCREs19612	M11
chr1:189882676-189883175|cCREs19616	M11
chr1:189989391-189989890|cCREs19635	M11
chr1:190138047-190138546|cCREs19646	M11
chr1:190152684-190153183|cCREs19648	M11
chr1:190161343-190161842|cCREs19649	M11
chr1:190169399-190169898|cCREs19651	M11
chr1:190280132-190280631|cCREs19664	M11
chr1:190729722-190730221|cCREs19703	M11
chr1:193189348-193189847|cCREs20104	M11
chr1:193262133-193262632|cCREs20120	M11
chr1:193317126-193317625|cCREs20129	M11
chr1:193326736-193327235|cCREs20132	M11
chr1:193327324-193327823|cCREs20133	M11
chr1:193539421-193539920|cCREs20176	M11
chr1:193655233-193655732|cCREs20194	M11
chr1:193668981-193669480|cCREs20197	M11
chr1:193671811-193672310|cCREs20199	M11
chr11:96767253-96767752|cCREs45349	M11
chr12:105862661-105863160|cCREs59465	M11
chr12:105908308-105908807|cCREs59476	M11
chr12:105935458-105935957|cCREs59480	M11
chr12:106031673-106032172|cCREs59502	M11
chr12:11067083-11067582|cCREs49891	M11
chr12:111694063-111694562|cCREs60210	M11
chr12:112894274-112894773|cCREs60418	M11
chr12:11676484-11676983|cCREs49960	M11
chr12:118720264-118720763|cCREs60828	M11
chr12:118848151-118848650|cCREs60834	M11
chr12:118855229-118855728|cCREs60835	M11
chr12:32435077-32435576|cCREs51861	M11
chr12:32896605-32897104|cCREs51918	M11
chr12:33045890-33046389|cCREs51954	M11
chr12:33262138-33262637|cCREs52004	M11
chr1:24471277-24471776|cCREs1810	M11
chr12:4507613-4508112|cCREs49148	M11
chr12:52790484-52790983|cCREs53821	M11
chr12:52944501-52945000|cCREs53858	M11
chr12:53246676-53247175|cCREs53891	M11
chr12:53252016-53252515|cCREs53893	M11
chr12:53263040-53263539|cCREs53896	M11
chr12:53337683-53338182|cCREs53908	M11
chr12:58814707-58815206|cCREs54397	M11
chr12:71845630-71846129|cCREs55404	M11
chr12:71855739-71856238|cCREs55406	M11
chr12:71898639-71899138|cCREs55414	M11
chr12:71919225-71919724|cCREs55420	M11
chr12:71938670-71939169|cCREs55424	M11
chr12:71954001-71954500|cCREs55427	M11
chr12:71970901-71971400|cCREs55434	M11
chr12:71976468-71976967|cCREs55437	M11
chr12:71981386-71981885|cCREs55440	M11
chr12:75304219-75304718|cCREs55840	M11
chr12:77761094-77761593|cCREs56166	M11
chr12:78079125-78079624|cCREs56210	M11
chr13:102404098-102404597|cCREs71386	M11
chr13:102504558-102505057|cCREs71393	M11
chr13:102987064-102987563|cCREs71486	M11
chr13:104025369-104025868|cCREs71614	M11
chr13:104032084-104032583|cCREs71615	M11
chr13:104148543-104149042|cCREs71642	M11
chr13:110062850-110063349|cCREs72401	M11
chr13:110318844-110319343|cCREs72442	M11
chr13:110346797-110347296|cCREs72446	M11
chr13:111817908-111818407|cCREs72649	M11
chr13:111978726-111979225|cCREs72668	M11
chr13:111997016-111997515|cCREs72672	M11
chr13:111998000-111998499|cCREs72673	M11
chr13:112100745-112101244|cCREs72687	M11
chr13:112169435-112169934|cCREs72696	M11
chr13:112315573-112316072|cCREs72721	M11
chr13:112365859-112366358|cCREs72733	M11
chr13:112375852-112376351|cCREs72735	M11
chr13:34148698-34149197|cCREs63926	M11
chr13:34269480-34269979|cCREs63962	M11
chr13:34756708-34757207|cCREs64041	M11
chr13:46872856-46873355|cCREs65693	M11
chr13:47248442-47248941|cCREs65756	M11
chr13:47319699-47320198|cCREs65766	M11
chr13:47336924-47337423|cCREs65768	M11
chr13:49352713-49353212|cCREs66011	M11
chr13:51868696-51869195|cCREs66220	M11
chr13:54212151-54212650|cCREs66564	M11
chr13:54332411-54332910|cCREs66595	M11
chr13:56295049-56295548|cCREs66843	M11
chr13:56337071-56337570|cCREs66849	M11
chr13:56384487-56384986|cCREs66855	M11
chr13:56387968-56388467|cCREs66857	M11
chr13:56388897-56389396|cCREs66858	M11
chr13:56995479-56995978|cCREs66941	M11
chr13:58274435-58274934|cCREs67140	M11
chr13:7882687-7883186|cCREs61326	M11
chr13:84931146-84931645|cCREs69436	M11
chr1:38885161-38885660|cCREs3242	M11
chr13:91938650-91939149|cCREs69903	M11
chr13:92042084-92042583|cCREs69921	M11
chr13:92696558-92697057|cCREs70016	M11
chr13:92703328-92703827|cCREs70018	M11
chr13:92733244-92733743|cCREs70022	M11
chr13:92733828-92734327|cCREs70023	M11
chr13:92902234-92902733|cCREs70052	M11
chr13:98690004-98690503|cCREs70876	M11
chr14:102866634-102867133|cCREs83049	M11
chr14:102906096-102906595|cCREs83061	M11
chr14:122943169-122943668|cCREs84964	M11
chr14:123023319-123023818|cCREs84972	M11
chr14:13344411-13344910|cCREs74253	M11
chr14:13357311-13357810|cCREs74256	M11
chr14:13358162-13358661|cCREs74257	M11
chr14:13651854-13652353|cCREs74289	M11
chr14:14960935-14961434|cCREs74401	M11
chr1:42277293-42277792|cCREs3714	M11
chr14:25740345-25740844|cCREs75706	M11
chr14:25766003-25766502|cCREs75715	M11
chr14:25767753-25768252|cCREs75716	M11
chr1:42677774-42678273|cCREs3780	M11
chr14:28958738-28959237|cCREs76050	M11
chr14:29324111-29324610|cCREs76091	M11
chr14:29529854-29530353|cCREs76117	M11
chr14:32323289-32323788|cCREs76525	M11
chr14:32327475-32327974|cCREs76526	M11
chr14:33797562-33798061|cCREs76715	M11
chr14:59627773-59628272|cCREs78852	M11
chr14:63054853-63055352|cCREs79284	M11
chr14:66500062-66500561|cCREs79829	M11
chr14:66538706-66539205|cCREs79836	M11
chr14:66651946-66652445|cCREs79857	M11
chr14:66688242-66688741|cCREs79865	M11
chr14:66690247-66690746|cCREs79866	M11
chr14:66720520-66721019|cCREs79869	M11
chr14:67135210-67135709|cCREs79957	M11
chr14:67136067-67136566|cCREs79958	M11
chr14:72963414-72963913|cCREs80559	M11
chr14:72983046-72983545|cCREs80561	M11
chr14:72983561-72984060|cCREs80562	M11
chr14:73110860-73111359|cCREs80567	M11
chr14:75482835-75483334|cCREs80917	M11
chr14:75536825-75537324|cCREs80929	M11
chr14:75566064-75566563|cCREs80931	M11
chr14:79957943-79958442|cCREs81615	M11
chr14:8039193-8039692|cCREs73572	M11
chr14:84258772-84259271|cCREs81802	M11
chr14:99499647-99500146|cCREs82660	M11
chr15:102108093-102108592|cCREs95861	M11
chr15:12066639-12067138|cCREs85903	M11
chr15:38165942-38166441|cCREs88359	M11
chr15:4171683-4172182|cCREs85198	M11
chr1:55108319-55108818|cCREs4890	M11
chr15:5158932-5159431|cCREs85265	M11
chr15:58204071-58204570|cCREs90138	M11
chr15:58591811-58592310|cCREs90203	M11
chr15:58976718-58977217|cCREs90284	M11
chr15:59036521-59037020|cCREs90301	M11
chr15:59173806-59174305|cCREs90327	M11
chr15:59188361-59188860|cCREs90328	M11
chr15:59197818-59198317|cCREs90330	M11
chr15:64913338-64913837|cCREs91056	M11
chr15:66324549-66325048|cCREs91204	M11
chr15:68084382-68084881|cCREs91456	M11
chr15:73455973-73456472|cCREs92065	M11
chr15:77988579-77989078|cCREs92665	M11
chr15:78096178-78096677|cCREs92688	M11
chr15:78942790-78943289|cCREs92840	M11
chr15:80460035-80460534|cCREs93101	M11
chr15:82209884-82210383|cCREs93356	M11
chr15:83451731-83452230|cCREs93494	M11
chr15:86199144-86199643|cCREs93928	M11
chr15:89548870-89549369|cCREs94310	M11
chr15:89606226-89606725|cCREs94316	M11
chr15:91359158-91359657|cCREs94490	M11
chr15:91689172-91689671|cCREs94528	M11
chr15:97823334-97823833|cCREs95270	M11
chr15:98628675-98629174|cCREs95358	M11
chr15:99502455-99502954|cCREs95498	M11
chr15:99592189-99592688|cCREs95515	M11
chr15:99599197-99599696|cCREs95517	M11
chr15:99677248-99677747|cCREs95536	M11
chr15:99787932-99788431|cCREs95554	M11
chr15:99807882-99808381|cCREs95559	M11
chr16:11853172-11853671|cCREs97089	M11
chr16:12076451-12076950|cCREs97121	M11
chr16:12082751-12083250|cCREs97122	M11
chr16:12154662-12155161|cCREs97139	M11
chr16:21643044-21643543|cCREs98000	M11
chr16:21646031-21646530|cCREs98002	M11
chr16:22517850-22518349|cCREs98115	M11
chr16:22641649-22642148|cCREs98136	M11
chr16:26782022-26782521|cCREs98659	M11
chr16:35652394-35652893|cCREs99836	M11
chr16:37945203-37945702|cCREs100069	M11
chr16:37991086-37991585|cCREs100080	M11
chr16:42661877-42662376|cCREs100618	M11
chr16:43080557-43081056|cCREs100659	M11
chr16:43081073-43081572|cCREs100660	M11
chr16:4643777-4644276|cCREs96184	M11
chr16:63958253-63958752|cCREs102473	M11
chr1:66977758-66978257|cCREs6352	M11
chr1:67026339-67026838|cCREs6363	M11
chr16:8539236-8539735|cCREs96614	M11
chr16:87644287-87644786|cCREs104317	M11
chr16:90070230-90070729|cCREs104573	M11
chr1:69046691-69047190|cCREs6522	M11
chr16:90483524-90484023|cCREs104643	M11
chr16:90505211-90505710|cCREs104651	M11
chr16:91862103-91862602|cCREs104887	M11
chr16:92274983-92275482|cCREs104954	M11
chr16:93683983-93684482|cCREs105125	M11
chr16:96159147-96159646|cCREs105444	M11
chr17:10228259-10228758|cCREs106488	M11
chr17:25803269-25803768|cCREs107542	M11
chr17:25941601-25942100|cCREs107562	M11
chr17:26530806-26531305|cCREs107638	M11
chr17:26892805-26893304|cCREs107698	M11
chr17:27154380-27154879|cCREs107744	M11
chr17:27422782-27423281|cCREs107779	M11
chr17:27674033-27674532|cCREs107827	M11
chr17:28037112-28037611|cCREs107904	M11
chr17:31767541-31768040|cCREs108391	M11
chr17:35917919-35918418|cCREs108802	M11
chr17:53596439-53596938|cCREs110249	M11
chr17:54201955-54202454|cCREs110274	M11
chr1:75423125-75423624|cCREs7261	M11
chr1:75443732-75444231|cCREs7264	M11
chr1:75445894-75446393|cCREs7266	M11
chr1:75447894-75448393|cCREs7267	M11
chr1:75451831-75452330|cCREs7269	M11
chr1:75456046-75456545|cCREs7271	M11
chr1:75561944-75562443|cCREs7292	M11
chr17:56099372-56099871|cCREs110406	M11
chr1:75610570-75611069|cCREs7301	M11
chr17:56729078-56729577|cCREs110531	M11
chr17:67698400-67698899|cCREs111520	M11
chr17:70004740-70005239|cCREs111752	M11
chr17:72967681-72968180|cCREs112134	M11
chr17:73630594-73631093|cCREs112228	M11
chr17:73631132-73631631|cCREs112229	M11
chr17:73700062-73700561|cCREs112236	M11
chr17:78791048-78791547|cCREs112660	M11
chr17:78993811-78994310|cCREs112676	M11
chr17:87104007-87104506|cCREs113767	M11
chr17:87115758-87116257|cCREs113770	M11
chr17:87478687-87479186|cCREs113836	M11
chr17:8800804-8801303|cCREs106309	M11
chr1:79464787-79465286|cCREs7698	M11
chr18:12334755-12335254|cCREs115207	M11
